node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.057873,-92.436558,north_america,America/Chicago
1,Baltimore,USA,39.289463,-76.609598,europe,America/New_York
2,Palo Alto,USA,37.443561,-122.101843,asia_pacific,America/Los_Angeles
3,Boston,USA,42.380253,-71.062824,south_america,America/New_York
4,Los Angeles,USA,34.011434,-118.260227,africa,America/Los_Angeles
5,London,UK,51.519877,-0.099803,north_america,Europe/London
6,Paris,France,48.861753,2.318569,europe,Europe/Paris
7,Tokyo,Japan,35.719299,139.663856,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.366701,103.810536,south_america,Asia/Singapore
9,Sydney,Australia,-33.90631,151.242362,africa,Australia/Sydney
10,Rochester,USA,44.016434,-92.450341,north_america,America/Chicago
11,Baltimore,USA,39.287636,-76.590829,europe,America/New_York
12,Palo Alto,USA,37.425838,-122.176937,asia_pacific,America/Los_Angeles
13,Boston,USA,42.407019,-71.082172,south_america,America/New_York
14,Los Angeles,USA,34.018709,-118.258931,africa,America/Los_Angeles
