node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,16,128,tier1_hospital,0.997,high,50000
1,clinic_001,2000,tier_2,32,GDPR,4,256,tier2_hospital,0.927,critical,10000
2,research_center_002,10000,tier_3,256,GDPR,8,512,research_center,0.993,high,20000
3,mobile_unit_003,500,tier_1,4,HIPAA,2,32,mobile_unit,0.828,standard,2000
4,edge_device_004,50,tier_2,2,GDPR,1,16,edge_device,0.731,critical,500
5,hospital_005,5000,tier_1,128,local,8,128,tier1_hospital,0.973,high,50000
6,clinic_006,1000,tier_2,32,GDPR,8,128,tier2_hospital,0.977,standard,10000
7,research_center_007,5000,tier_3,64,HIPAA,16,256,research_center,0.999,standard,20000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,64,mobile_unit,0.802,standard,2000
9,edge_device_009,100,tier_2,8,PIPEDA,0,16,edge_device,0.759,standard,1000
10,hospital_010,2000,tier_1,128,GDPR,4,128,tier1_hospital,0.972,standard,20000
11,clinic_011,5000,tier_2,16,HIPAA,2,64,tier2_hospital,0.955,standard,5000
12,research_center_012,5000,tier_3,256,local,16,512,research_center,0.986,standard,50000
13,mobile_unit_013,1000,tier_1,4,GDPR,2,16,mobile_unit,0.824,high,1000
14,edge_device_014,500,tier_2,8,HIPAA,1,8,edge_device,0.792,critical,1000
