edge,weight
0-1,449.87
0-2,110.49
0-3,567.6
0-4,109.46
0-5,4858.6
0-6,1685.23
0-7,4610.56
0-8,1164.58
0-9,107.25
1-2,1045.65
1-3,518.29
1-4,856.06
1-5,80.49
1-6,864.41
1-7,5404.46
1-8,4908.56
1-9,87.3
2-3,1821.31
2-4,81.43
2-5,87.12
2-6,93.17
2-7,557.5
2-8,516.51
2-9,4765.1
3-4,442.57
3-5,437.2
3-6,475.92
3-7,534.5
3-8,1157.32
3-9,2317.42
4-5,1780.81
4-6,4551.18
4-7,991.48
4-8,1676.93
4-9,112.7
5-6,1118.93
5-7,486.44
5-8,5598.79
5-9,2306.3
6-7,1132.84
6-8,554.3
6-9,1649.48
7-8,1766.44
7-9,2121.17
8-9,400.17
