edge,weight
0-1,832.4
0-2,811.83
0-3,108.94
0-4,1718.84
0-5,555.52
0-6,537.97
0-7,909.11
0-8,2068.86
0-9,434.06
1-2,1107.34
1-3,100.68
1-4,2217.94
1-5,541.67
1-6,4547.04
1-7,105.82
1-8,1920.71
1-9,2249.15
2-3,5234.7
2-4,81.37
2-5,2089.64
2-6,477.95
2-7,410.55
2-8,435.49
2-9,920.85
3-4,103.88
3-5,5498.38
3-6,2041.88
3-7,499.67
3-8,118.83
3-9,107.3
4-5,988.79
4-6,4260.99
4-7,4140.52
4-8,409.91
4-9,115.0
5-6,88.72
5-7,108.55
5-8,1002.94
5-9,469.27
6-7,907.77
6-8,4505.78
6-9,1615.49
7-8,2022.72
7-9,811.15
8-9,903.07
