node_id,latitude,longitude
0,44.018273,-92.508208
1,39.336308,-76.632893
2,37.404115,-122.169865
3,42.400581,-71.034456
4,34.093686,-118.259953
5,51.495165,-0.129706
6,48.829942,2.345568
7,35.697612,139.691283
8,1.389585,103.839801
9,-33.837578,151.213218
10,43.985435,-92.51906
11,39.278758,-76.582371
12,37.452334,-122.108201
13,42.408749,-71.046973
14,34.080709,-118.196795
15,51.487672,-0.113313
16,48.855026,2.356788
17,35.652875,139.643376
18,1.348739,103.855492
19,-33.908059,151.259173
