node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,HIPAA,16,512,tier1_hospital,0.986,high,20000
1,clinic_001,1000,tier_2,32,HIPAA,8,256,tier2_hospital,0.934,critical,5000
2,research_center_002,20000,tier_3,128,local,8,512,research_center,0.993,standard,20000
3,mobile_unit_003,1000,tier_1,16,HIPAA,1,32,mobile_unit,0.845,standard,5000
4,edge_device_004,50,tier_2,2,GDPR,1,16,edge_device,0.891,critical,500
5,hospital_005,2000,tier_1,32,GDPR,8,128,tier1_hospital,0.977,standard,10000
6,clinic_006,5000,tier_2,64,GDPR,4,64,tier2_hospital,0.907,standard,10000
7,research_center_007,5000,tier_3,256,PIPEDA,16,256,research_center,0.998,standard,20000
8,mobile_unit_008,100,tier_1,4,local,2,64,mobile_unit,0.865,high,1000
9,edge_device_009,500,tier_2,2,HIPAA,1,8,edge_device,0.808,high,500
10,hospital_010,5000,tier_1,128,GDPR,16,512,tier1_hospital,0.952,critical,50000
11,clinic_011,1000,tier_2,32,GDPR,4,64,tier2_hospital,0.922,critical,20000
12,research_center_012,10000,tier_3,128,PIPEDA,8,512,research_center,0.987,standard,50000
13,mobile_unit_013,500,tier_1,8,HIPAA,2,16,mobile_unit,0.771,standard,5000
14,edge_device_014,100,tier_2,8,HIPAA,0,32,edge_device,0.895,high,500
15,hospital_015,10000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.961,high,50000
16,clinic_016,2000,tier_2,32,local,4,256,tier2_hospital,0.95,standard,10000
17,research_center_017,10000,tier_3,256,local,16,256,research_center,0.993,critical,20000
18,mobile_unit_018,100,tier_1,8,HIPAA,1,16,mobile_unit,0.851,critical,1000
19,edge_device_019,100,tier_2,4,HIPAA,1,32,edge_device,0.737,critical,500
