timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753368369.452937,1,20,"[4, 16, 1, 13, 10, 0, 17, 18, 12, 14, 19, 5]",12,0.6,0.6,"{4: 1.0, 16: 1.0, 1: 1.0, 13: 1.0, 10: 1.0, 0: 1.0, 17: 1.0, 18: 1.0, 12: 1.0, 14: 1.0, 19: 1.0, 5: 1.0}",,,
1753368395.7346003,2,20,"[13, 10, 15, 14, 5, 1, 12, 7, 8, 18, 9, 19]",12,0.6,0.6,"{13: 1.0, 10: 1.0, 15: 1.0, 14: 1.0, 5: 1.0, 1: 1.0, 12: 1.0, 7: 1.0, 8: 1.0, 18: 1.0, 9: 1.0, 19: 1.0}",,,
1753368419.5139568,3,20,"[18, 3, 14, 4, 1, 7, 17, 15, 8, 13, 16, 0]",12,0.6,0.6,"{18: 1.0, 3: 1.0, 14: 1.0, 4: 1.0, 1: 1.0, 7: 1.0, 17: 1.0, 15: 1.0, 8: 1.0, 13: 1.0, 16: 1.0, 0: 1.0}",,,
1753368443.661424,4,20,"[15, 16, 17, 11, 3, 14, 0, 10, 13, 7, 5, 18]",12,0.6,0.6,"{15: 1.0, 16: 1.0, 17: 1.0, 11: 1.0, 3: 1.0, 14: 1.0, 0: 1.0, 10: 1.0, 13: 1.0, 7: 1.0, 5: 1.0, 18: 1.0}",,,
1753368466.4540026,5,20,"[19, 13, 15, 7, 0, 5, 4, 12, 2, 6, 10, 8]",12,0.6,0.6,"{19: 1.0, 13: 1.0, 15: 1.0, 7: 1.0, 0: 1.0, 5: 1.0, 4: 1.0, 12: 1.0, 2: 1.0, 6: 1.0, 10: 1.0, 8: 1.0}",,,
1753368490.9250152,6,20,"[1, 6, 19, 8, 16, 14, 9, 5, 15, 18, 4, 7]",12,0.6,0.6,"{1: 1.0, 6: 1.0, 19: 1.0, 8: 1.0, 16: 1.0, 14: 1.0, 9: 1.0, 5: 1.0, 15: 1.0, 18: 1.0, 4: 1.0, 7: 1.0}",,,
1753368500.804198,7,20,"[8, 19, 10, 12, 3, 9, 11, 1, 4, 17, 5, 0]",12,0.6,0.6,"{8: 1.0, 19: 1.0, 10: 1.0, 12: 1.0, 3: 1.0, 9: 1.0, 11: 1.0, 1: 1.0, 4: 1.0, 17: 1.0, 5: 1.0, 0: 1.0}",,,
1753368510.3343759,8,20,"[5, 0, 3, 7, 18, 15, 6, 12, 9, 8, 16, 19]",12,0.6,0.6,"{5: 1.0, 0: 1.0, 3: 1.0, 7: 1.0, 18: 1.0, 15: 1.0, 6: 1.0, 12: 1.0, 9: 1.0, 8: 1.0, 16: 1.0, 19: 1.0}",,,
1753368519.704729,9,20,"[9, 6, 10, 12, 18, 13, 4, 3, 14, 16, 1, 19]",12,0.6,0.6,"{9: 1.0, 6: 1.0, 10: 1.0, 12: 1.0, 18: 1.0, 13: 1.0, 4: 1.0, 3: 1.0, 14: 1.0, 16: 1.0, 1: 1.0, 19: 1.0}",,,
1753368528.9089687,10,20,"[17, 4, 7, 14, 0, 19, 6, 8, 11, 15, 18, 1]",12,0.6,0.6,"{17: 1.0, 4: 1.0, 7: 1.0, 14: 1.0, 0: 1.0, 19: 1.0, 6: 1.0, 8: 1.0, 11: 1.0, 15: 1.0, 18: 1.0, 1: 1.0}",,,
