node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,1966,research_grant,mayo_clinic,tier1_hospital,2290
1,international,FedRAMP,oncology,2015,private,johns_hopkins,tier2_hospital,1123
2,regional,FedRAMP,cardiology,1979,mixed,stanford_med,research_center,1596
3,international,SOC2,neurology,1964,private,mass_general,mobile_unit,230
4,regional,SOC2,pathology,1997,private,ucla_health,edge_device,1530
5,national,HIPAA_compliant,radiology,1959,private,mayo_clinic,tier1_hospital,1756
6,national,FedRAMP,oncology,2006,mixed,johns_hopkins,tier2_hospital,2381
7,international,SOC2,cardiology,1992,private,stanford_med,research_center,1189
8,regional,ISO27001,neurology,2011,private,mass_general,mobile_unit,3790
9,local,HIPAA_compliant,pathology,1967,public,ucla_health,edge_device,3397
