node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.981111,-92.476378,north_america,America/Chicago
1,Baltimore,USA,39.315731,-76.633767,europe,America/New_York
2,Palo Alto,USA,37.480227,-122.186404,asia_pacific,America/Los_Angeles
3,Boston,USA,42.317317,-71.053908,south_america,America/New_York
4,Los Angeles,USA,34.067345,-118.222022,africa,America/Los_Angeles
5,London,UK,51.507031,-0.127865,north_america,Europe/London
6,Paris,France,48.853231,2.377303,europe,Europe/Paris
7,Tokyo,Japan,35.680366,139.660278,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.373012,103.820223,south_america,Asia/Singapore
9,Sydney,Australia,-33.897052,151.188261,africa,Australia/Sydney
10,Rochester,USA,44.048711,-92.45813,north_america,America/Chicago
11,Baltimore,USA,39.269864,-76.566817,europe,America/New_York
12,Palo Alto,USA,37.463314,-122.137357,asia_pacific,America/Los_Angeles
13,Boston,USA,42.316923,-71.067706,south_america,America/New_York
14,Los Angeles,USA,34.02958,-118.255531,africa,America/Los_Angeles
15,London,UK,51.485203,-0.133267,north_america,Europe/London
16,Paris,France,48.898004,2.379172,europe,Europe/Paris
17,Tokyo,Japan,35.631661,139.675284,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.38616,103.83568,south_america,Asia/Singapore
19,Sydney,Australia,-33.848552,151.223709,africa,Australia/Sydney
