edge,weight
0-1,537.07
0-2,811.3
0-3,1169.77
0-4,82.25
0-5,493.14
0-6,434.31
0-7,589.48
0-8,999.58
0-9,2276.79
0-10,1163.35
0-11,114.53
0-12,1956.31
0-13,5872.59
0-14,841.81
1-2,95.4
1-3,1025.02
1-4,417.98
1-5,1717.4
1-6,944.39
1-7,102.28
1-8,4121.71
1-9,108.56
1-10,839.13
1-11,1635.48
1-12,4653.53
1-13,491.05
1-14,92.04
2-3,107.6
2-4,865.01
2-5,2061.37
2-6,85.98
2-7,557.45
2-8,105.42
2-9,87.04
2-10,1675.36
2-11,467.64
2-12,569.16
2-13,4549.55
2-14,5201.29
3-4,827.38
3-5,82.75
3-6,1182.97
3-7,830.93
3-8,5818.06
3-9,5684.96
3-10,110.43
3-11,902.11
3-12,1870.84
3-13,1160.17
3-14,2021.1
4-5,837.5
4-6,421.3
4-7,104.33
4-8,526.54
4-9,1636.17
4-10,537.5
4-11,468.46
4-12,1117.93
4-13,549.95
4-14,1828.26
5-6,942.37
5-7,113.62
5-8,453.69
5-9,4153.29
5-10,2244.56
5-11,1883.69
5-12,4310.02
5-13,572.53
5-14,457.41
6-7,485.33
6-8,5044.35
6-9,106.38
6-10,422.25
6-11,1095.77
6-12,555.08
6-13,2180.34
6-14,5917.49
7-8,5705.56
7-9,5361.97
7-10,1061.45
7-11,574.11
7-12,4068.45
7-13,93.08
7-14,822.04
8-9,2214.39
8-10,2381.25
8-11,1805.58
8-12,887.71
8-13,1102.25
8-14,410.16
9-10,94.96
9-11,429.6
9-12,1147.74
9-13,2078.71
9-14,91.82
10-11,95.55
10-12,2101.6
10-13,2136.62
10-14,1690.11
11-12,4273.85
11-13,1802.13
11-14,5970.37
12-13,95.08
12-14,812.38
13-14,1634.37
