activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749352894.9339988,1
aggregation,,False,,,1,GossipAvg,1749352904.155743,
aggregation,,False,,,1,GossipAvg,1749352904.155766,
aggregation,,False,,,1,GossipAvg,1749352904.1557906,
aggregation,,False,,,1,GossipAvg,1749352904.155805,
aggregation,,False,,,1,GossipAvg,1749352904.155819,
aggregation,,False,,,1,GossipAvg,1749352904.1558325,
aggregation,,False,,,1,GossipAvg,1749352904.155846,
aggregation,,False,,,1,GossipAvg,1749352904.1558595,
aggregation,,False,,,1,GossipAvg,1749352904.1558743,
aggregation,,False,,,1,GossipAvg,1749352904.1558897,
aggregation,,True,,,1,GossipAvg,1749352904.1559026,
aggregation,,False,,,1,GossipAvg,1749352904.1559176,
aggregation,,False,,,1,GossipAvg,1749352904.1559305,
aggregation,,False,,,1,GossipAvg,1749352904.1559615,
aggregation,,False,,,1,GossipAvg,1749352904.1559763,
model_update,,,,7.005630903755242,1,,1749352906.1167076,
local_training,,,{},,2,,1749352906.446309,1
aggregation,,False,,,2,GossipAvg,1749352908.0522707,
aggregation,,False,,,2,GossipAvg,1749352908.0522912,
aggregation,,False,,,2,GossipAvg,1749352908.0523055,
aggregation,,False,,,2,GossipAvg,1749352908.052319,
aggregation,,False,,,2,GossipAvg,1749352908.0523334,
aggregation,,False,,,2,GossipAvg,1749352908.0523467,
aggregation,,False,,,2,GossipAvg,1749352908.0523598,
aggregation,,False,,,2,GossipAvg,1749352908.0523741,
aggregation,,False,,,2,GossipAvg,1749352908.052406,
aggregation,,False,,,2,GossipAvg,1749352908.0524197,
aggregation,,True,,,2,GossipAvg,1749352908.0524337,
aggregation,,False,,,2,GossipAvg,1749352908.052447,
aggregation,,False,,,2,GossipAvg,1749352908.05246,
aggregation,,False,,,2,GossipAvg,1749352908.0524738,
aggregation,,False,,,2,GossipAvg,1749352908.0524864,
model_update,,,,7.301176593518474,2,,1749352909.930047,
local_training,,,{},,3,,1749352910.263163,1
aggregation,,False,,,3,GossipAvg,1749352911.8636866,
aggregation,,False,,,3,GossipAvg,1749352911.8637073,
aggregation,,False,,,3,GossipAvg,1749352911.8637211,
aggregation,,False,,,3,GossipAvg,1749352911.8637352,
aggregation,,False,,,3,GossipAvg,1749352911.8637507,
aggregation,,False,,,3,GossipAvg,1749352911.8637834,
aggregation,,False,,,3,GossipAvg,1749352911.8637998,
aggregation,,False,,,3,GossipAvg,1749352911.863814,
aggregation,,False,,,3,GossipAvg,1749352911.8638287,
aggregation,,False,,,3,GossipAvg,1749352911.8638413,
aggregation,,True,,,3,GossipAvg,1749352911.8638544,
aggregation,,False,,,3,GossipAvg,1749352911.863867,
aggregation,,False,,,3,GossipAvg,1749352911.8638797,
aggregation,,False,,,3,GossipAvg,1749352911.8638926,
aggregation,,False,,,3,GossipAvg,1749352911.8639073,
model_update,,,,7.2995221282686815,3,,1749352913.744308,
