node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,4,128,tier1_hospital,0.962,critical,50000
1,clinic_001,1000,tier_2,64,local,2,64,tier2_hospital,0.946,high,10000
2,research_center_002,20000,tier_3,256,local,16,512,research_center,0.995,standard,50000
3,mobile_unit_003,1000,tier_1,8,HIPAA,1,64,mobile_unit,0.894,standard,2000
4,edge_device_004,500,tier_2,8,PIPEDA,0,8,edge_device,0.829,critical,2000
5,hospital_005,5000,tier_1,128,HIPAA,16,256,tier1_hospital,0.973,critical,10000
6,clinic_006,2000,tier_2,64,local,8,128,tier2_hospital,0.949,critical,5000
7,research_center_007,5000,tier_3,256,local,8,512,research_center,0.999,standard,50000
8,mobile_unit_008,100,tier_1,4,HIPAA,1,16,mobile_unit,0.799,critical,5000
9,edge_device_009,50,tier_2,4,PIPEDA,0,8,edge_device,0.867,high,2000
10,hospital_010,2000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.983,high,10000
11,clinic_011,5000,tier_2,64,GDPR,2,64,tier2_hospital,0.973,standard,5000
12,research_center_012,10000,tier_3,128,local,32,256,research_center,0.98,standard,20000
13,mobile_unit_013,100,tier_1,4,GDPR,2,32,mobile_unit,0.838,high,2000
14,edge_device_014,100,tier_2,8,GDPR,1,8,edge_device,0.867,standard,1000
