node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.954,critical,20000
1,clinic_001,5000,tier_2,32,GDPR,2,128,tier2_hospital,0.915,standard,5000
2,research_center_002,20000,tier_3,64,GDPR,8,512,research_center,1.0,high,50000
3,mobile_unit_003,100,tier_1,16,local,1,64,mobile_unit,0.898,critical,2000
4,edge_device_004,500,tier_2,4,HIPAA,0,16,edge_device,0.853,critical,2000
5,hospital_005,5000,tier_1,128,GDPR,16,256,tier1_hospital,0.97,high,10000
6,clinic_006,2000,tier_2,32,HIPAA,8,256,tier2_hospital,0.977,critical,20000
7,research_center_007,10000,tier_3,64,PIPEDA,16,256,research_center,1.0,high,50000
8,mobile_unit_008,1000,tier_1,4,GDPR,2,32,mobile_unit,0.787,critical,2000
9,edge_device_009,500,tier_2,4,PIPEDA,0,16,edge_device,0.808,high,1000
