node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,HIPAA,16,512,tier1_hospital,0.986,high,50000
1,clinic_001,2000,tier_2,32,local,4,256,tier2_hospital,0.958,standard,20000
2,research_center_002,20000,tier_3,128,GDPR,16,256,research_center,0.985,high,20000
3,mobile_unit_003,1000,tier_1,16,local,2,64,mobile_unit,0.791,high,2000
4,edge_device_004,50,tier_2,2,HIPAA,1,16,edge_device,0.786,standard,500
5,hospital_005,10000,tier_1,32,local,4,256,tier1_hospital,0.953,high,10000
6,clinic_006,2000,tier_2,32,local,2,128,tier2_hospital,0.915,high,10000
7,research_center_007,20000,tier_3,128,local,16,512,research_center,0.999,high,100000
8,mobile_unit_008,500,tier_1,4,PIPEDA,1,16,mobile_unit,0.89,standard,2000
9,edge_device_009,50,tier_2,4,PIPEDA,1,16,edge_device,0.738,standard,1000
10,hospital_010,5000,tier_1,32,local,16,512,tier1_hospital,0.966,critical,50000
11,clinic_011,2000,tier_2,16,PIPEDA,2,128,tier2_hospital,0.923,standard,20000
12,research_center_012,20000,tier_3,64,GDPR,32,256,research_center,0.999,high,50000
13,mobile_unit_013,100,tier_1,8,GDPR,2,32,mobile_unit,0.826,critical,2000
14,edge_device_014,50,tier_2,4,HIPAA,0,16,edge_device,0.704,standard,500
15,hospital_015,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.959,high,20000
16,clinic_016,2000,tier_2,32,GDPR,2,64,tier2_hospital,0.968,critical,5000
17,research_center_017,20000,tier_3,128,PIPEDA,32,512,research_center,0.988,standard,50000
18,mobile_unit_018,1000,tier_1,4,PIPEDA,1,32,mobile_unit,0.762,standard,1000
19,edge_device_019,100,tier_2,4,GDPR,1,8,edge_device,0.721,standard,500
