node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.953,high,50000
1,clinic_001,1000,tier_2,64,local,4,64,tier2_hospital,0.905,high,5000
2,research_center_002,5000,tier_3,128,PIPEDA,32,256,research_center,0.987,standard,20000
3,mobile_unit_003,500,tier_1,8,PIPEDA,2,64,mobile_unit,0.884,high,2000
4,edge_device_004,500,tier_2,8,GDPR,0,8,edge_device,0.812,critical,1000
5,hospital_005,5000,tier_1,128,local,8,256,tier1_hospital,0.958,standard,50000
6,clinic_006,5000,tier_2,32,GDPR,4,256,tier2_hospital,0.919,high,10000
7,research_center_007,10000,tier_3,64,GDPR,16,512,research_center,0.986,high,50000
8,mobile_unit_008,500,tier_1,4,local,2,32,mobile_unit,0.799,critical,2000
9,edge_device_009,100,tier_2,8,PIPEDA,0,32,edge_device,0.81,high,500
