node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,GDPR,8,512,tier1_hospital,0.951,high,50000
1,clinic_001,2000,tier_2,16,GDPR,2,128,tier2_hospital,0.901,high,5000
2,research_center_002,20000,tier_3,128,local,32,256,research_center,0.998,standard,100000
3,mobile_unit_003,500,tier_1,16,local,1,64,mobile_unit,0.891,critical,1000
4,edge_device_004,50,tier_2,2,GDPR,0,16,edge_device,0.704,high,1000
5,hospital_005,5000,tier_1,32,local,16,128,tier1_hospital,0.997,standard,20000
6,clinic_006,5000,tier_2,64,local,2,128,tier2_hospital,0.94,high,20000
7,research_center_007,20000,tier_3,64,HIPAA,32,1024,research_center,0.99,standard,100000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,32,mobile_unit,0.821,standard,1000
9,edge_device_009,500,tier_2,2,HIPAA,0,32,edge_device,0.704,high,1000
