activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749447350.0498507,1
aggregation,,False,,,1,GossipAvg,1749447364.866625,
aggregation,,True,,,1,GossipAvg,1749447364.8666322,
aggregation,,False,,,1,GossipAvg,1749447364.8666384,
model_update,,,,0.6742559829393885,1,,1749447366.6802135,
local_training,,,{},,2,,1749447367.191685,1
aggregation,,False,,,2,GossipAvg,1749447381.7722273,
aggregation,,True,,,2,GossipAvg,1749447381.7722342,
aggregation,,False,,,2,GossipAvg,1749447381.7722409,
model_update,,,,0.5380500382166489,2,,1749447383.723723,
local_training,,,{},,3,,1749447384.225809,1
aggregation,,False,,,3,GossipAvg,1749447398.0326235,
aggregation,,True,,,3,GossipAvg,1749447398.0326297,
aggregation,,False,,,3,GossipAvg,1749447398.0326371,
model_update,,,,0.49474978854171076,3,,1749447400.0612667,
