node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,8,128,tier1_hospital,0.984,standard,10000
1,clinic_001,5000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.915,high,20000
2,research_center_002,10000,tier_3,128,PIPEDA,32,1024,research_center,0.996,standard,100000
3,mobile_unit_003,1000,tier_1,4,GDPR,2,16,mobile_unit,0.83,critical,1000
4,edge_device_004,100,tier_2,2,HIPAA,1,8,edge_device,0.736,critical,1000
5,hospital_005,10000,tier_1,64,HIPAA,4,512,tier1_hospital,0.979,high,10000
6,clinic_006,5000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.978,critical,10000
7,research_center_007,5000,tier_3,128,GDPR,32,512,research_center,0.99,standard,20000
8,mobile_unit_008,100,tier_1,8,PIPEDA,2,32,mobile_unit,0.766,high,5000
9,edge_device_009,50,tier_2,8,local,1,32,edge_device,0.773,standard,500
