node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,FedRAMP,Rochester,USA,radiology,1984,mixed,mayo_clinic,tier1_hospital,north_america,2600,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,1993,private,johns_hopkins,tier2_hospital,europe,3393,America/New_York
2,international,ISO27001,Palo Alto,USA,cardiology,2012,mixed,stanford_med,research_center,asia_pacific,991,America/Los_Angeles
3,regional,HIPAA_compliant,Boston,USA,neurology,1979,research_grant,mass_general,mobile_unit,south_america,3062,America/New_York
4,international,FedRAMP,Los Angeles,USA,pathology,1972,mixed,ucla_health,edge_device,africa,3432,America/Los_Angeles
5,local,SOC2,London,UK,radiology,2004,private,mayo_clinic,tier1_hospital,north_america,4535,Europe/London
6,international,FedRAMP,Paris,France,oncology,1984,public,johns_hopkins,tier2_hospital,europe,3310,Europe/Paris
7,regional,ISO27001,Tokyo,Japan,cardiology,2000,research_grant,stanford_med,research_center,asia_pacific,2613,Asia/Tokyo
8,international,HIPAA_compliant,Singapore,Singapore,neurology,2007,private,mass_general,mobile_unit,south_america,2358,Asia/Singapore
9,local,ISO27001,Sydney,Australia,pathology,1993,private,ucla_health,edge_device,africa,4766,Australia/Sydney
