node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.991,standard,20000
1,clinic_001,2000,tier_2,32,GDPR,4,256,tier2_hospital,0.924,critical,10000
2,research_center_002,20000,tier_3,256,local,32,512,research_center,0.99,high,100000
3,mobile_unit_003,100,tier_1,16,GDPR,1,64,mobile_unit,0.853,high,1000
4,edge_device_004,500,tier_2,4,HIPAA,1,16,edge_device,0.744,critical,500
5,hospital_005,2000,tier_1,32,GDPR,4,256,tier1_hospital,0.97,standard,10000
6,clinic_006,5000,tier_2,16,local,8,64,tier2_hospital,0.956,critical,10000
7,research_center_007,5000,tier_3,128,local,16,1024,research_center,0.989,standard,20000
8,mobile_unit_008,100,tier_1,4,PIPEDA,2,64,mobile_unit,0.825,critical,2000
9,edge_device_009,500,tier_2,8,PIPEDA,1,16,edge_device,0.82,critical,2000
10,hospital_010,2000,tier_1,32,local,8,512,tier1_hospital,0.995,high,20000
11,clinic_011,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.942,high,5000
12,research_center_012,10000,tier_3,64,GDPR,8,512,research_center,0.999,high,20000
13,mobile_unit_013,100,tier_1,4,PIPEDA,2,16,mobile_unit,0.846,standard,2000
14,edge_device_014,50,tier_2,2,PIPEDA,0,32,edge_device,0.793,high,2000
15,hospital_015,5000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.973,high,20000
16,clinic_016,2000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.945,high,5000
17,research_center_017,5000,tier_3,256,PIPEDA,8,512,research_center,0.99,standard,20000
18,mobile_unit_018,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.815,high,5000
19,edge_device_019,500,tier_2,2,GDPR,1,32,edge_device,0.865,standard,500
20,hospital_020,5000,tier_1,128,HIPAA,4,128,tier1_hospital,0.98,high,50000
21,clinic_021,2000,tier_2,32,local,2,256,tier2_hospital,0.965,high,5000
22,research_center_022,10000,tier_3,128,HIPAA,16,512,research_center,0.994,high,50000
23,mobile_unit_023,1000,tier_1,16,GDPR,2,16,mobile_unit,0.841,standard,5000
24,edge_device_024,100,tier_2,4,PIPEDA,1,8,edge_device,0.702,standard,2000
