node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.060842,-92.489628,north_america,America/Chicago
1,Baltimore,USA,39.327201,-76.632235,europe,America/New_York
2,Palo Alto,USA,37.46711,-122.155121,asia_pacific,America/Los_Angeles
3,Boston,USA,42.374141,-71.108547,south_america,America/New_York
4,Los Angeles,USA,34.004029,-118.201768,africa,America/Los_Angeles
5,London,UK,51.555346,-0.08121,north_america,Europe/London
6,Paris,France,48.870178,2.361478,europe,Europe/Paris
7,Tokyo,Japan,35.716472,139.685561,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.396927,103.849271,south_america,Asia/Singapore
9,Sydney,Australia,-33.869505,151.162848,africa,Australia/Sydney
10,Rochester,USA,44.059941,-92.434866,north_america,America/Chicago
11,Baltimore,USA,39.248114,-76.572003,europe,America/New_York
12,Palo Alto,USA,37.430212,-122.10636,asia_pacific,America/Los_Angeles
13,Boston,USA,42.409941,-71.088903,south_america,America/New_York
14,Los Angeles,USA,34.085463,-118.276953,africa,America/Los_Angeles
15,London,UK,51.557095,-0.077827,north_america,Europe/London
16,Paris,France,48.869036,2.36982,europe,Europe/Paris
17,Tokyo,Japan,35.639226,139.600659,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.348574,103.829872,south_america,Asia/Singapore
19,Sydney,Australia,-33.857338,151.256248,africa,Australia/Sydney
