node_id,latitude,longitude
0,43.977628,-92.502758
1,39.24304,-76.659032
2,37.4399,-122.114414
3,42.355702,-71.053775
4,34.004408,-118.238242
5,51.556306,-0.137225
6,48.858349,2.372309
7,35.707774,139.602478
8,1.31549,103.78236
9,-33.841078,151.249395
10,43.976947,-92.464014
11,39.313585,-76.625209
12,37.409746,-122.171478
13,42.348697,-71.022703
14,34.050499,-118.285201
15,51.498548,-0.157767
16,48.864405,2.369573
17,35.711765,139.68136
18,1.329586,103.83879
19,-33.834166,151.204118
