node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,8,512,tier1_hospital,0.984,critical,20000
1,clinic_001,1000,tier_2,64,HIPAA,4,128,tier2_hospital,0.903,standard,5000
2,research_center_002,20000,tier_3,128,GDPR,16,512,research_center,0.988,standard,50000
3,mobile_unit_003,500,tier_1,16,local,2,16,mobile_unit,0.786,critical,5000
4,edge_device_004,500,tier_2,2,HIPAA,1,16,edge_device,0.834,standard,1000
5,hospital_005,2000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.977,standard,50000
6,clinic_006,5000,tier_2,32,HIPAA,4,64,tier2_hospital,0.922,high,10000
7,research_center_007,20000,tier_3,128,HIPAA,16,512,research_center,0.987,standard,50000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,16,mobile_unit,0.754,high,2000
9,edge_device_009,100,tier_2,2,HIPAA,0,32,edge_device,0.811,critical,2000
10,hospital_010,2000,tier_1,128,local,4,512,tier1_hospital,0.995,critical,50000
11,clinic_011,2000,tier_2,32,HIPAA,8,64,tier2_hospital,0.966,critical,5000
12,research_center_012,5000,tier_3,64,GDPR,32,256,research_center,0.982,critical,50000
13,mobile_unit_013,100,tier_1,8,HIPAA,1,64,mobile_unit,0.786,standard,2000
14,edge_device_014,500,tier_2,4,HIPAA,1,32,edge_device,0.808,standard,500
15,hospital_015,10000,tier_1,32,local,16,512,tier1_hospital,0.999,standard,20000
16,clinic_016,5000,tier_2,32,GDPR,2,64,tier2_hospital,0.907,standard,20000
17,research_center_017,20000,tier_3,256,PIPEDA,16,1024,research_center,1.0,standard,20000
18,mobile_unit_018,100,tier_1,4,HIPAA,1,32,mobile_unit,0.861,high,2000
19,edge_device_019,100,tier_2,2,GDPR,1,32,edge_device,0.783,high,2000
