node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,PIPEDA,8,128,tier1_hospital,0.966,critical,50000
1,clinic_001,5000,tier_2,16,GDPR,4,256,tier2_hospital,0.969,high,20000
2,research_center_002,5000,tier_3,128,PIPEDA,16,512,research_center,0.993,high,50000
3,mobile_unit_003,1000,tier_1,4,HIPAA,2,32,mobile_unit,0.816,standard,2000
4,edge_device_004,50,tier_2,8,PIPEDA,1,8,edge_device,0.755,standard,500
5,hospital_005,5000,tier_1,32,PIPEDA,16,128,tier1_hospital,0.977,critical,10000
6,clinic_006,2000,tier_2,32,local,4,256,tier2_hospital,0.925,standard,5000
7,research_center_007,10000,tier_3,128,local,8,256,research_center,0.981,standard,100000
8,mobile_unit_008,500,tier_1,16,HIPAA,1,64,mobile_unit,0.799,high,5000
9,edge_device_009,100,tier_2,2,GDPR,1,32,edge_device,0.821,standard,500
