param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,1,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,2,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,3,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,4,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,5,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,6,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,7,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,8,1749356462.2994013,parameter_transfer
"{'norm': 3.065330982208252, 'mean': -0.0029531780164688826, 'std': 0.18060220777988434}",1,0,9,1749356462.2994013,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,0,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,2,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,3,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,4,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,5,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,6,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,7,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,8,1749356462.2994692,parameter_transfer
"{'norm': 3.08760666847229, 'mean': -0.0015955878188833594, 'std': 0.1819319725036621}",1,1,9,1749356462.2994692,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,0,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,1,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,3,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,4,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,5,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,6,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,7,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,8,1749356462.2995079,parameter_transfer
"{'norm': 3.090670108795166, 'mean': -0.002972515532746911, 'std': 0.1820952147245407}",1,2,9,1749356462.2995079,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,0,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,1,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,2,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,4,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,5,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,6,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,7,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,8,1749356462.2995405,parameter_transfer
"{'norm': 3.0899834632873535, 'mean': -0.0030296999029815197, 'std': 0.1820538192987442}",1,3,9,1749356462.2995405,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,0,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,1,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,2,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,3,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,5,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,6,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,7,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,8,1749356462.299586,parameter_transfer
"{'norm': 3.075909376144409, 'mean': -0.002231744583696127, 'std': 0.18123593926429749}",1,4,9,1749356462.299586,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,0,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,1,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,2,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,3,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,4,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,6,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,7,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,8,1749356462.2996185,parameter_transfer
"{'norm': 3.0858192443847656, 'mean': -0.0027944284956902266, 'std': 0.18181215226650238}",1,5,9,1749356462.2996185,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,0,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,1,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,2,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,3,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,4,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,5,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,7,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,8,1749356462.299651,parameter_transfer
"{'norm': 3.097069025039673, 'mean': -0.003083694726228714, 'std': 0.18247048556804657}",1,6,9,1749356462.299651,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,0,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,1,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,2,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,3,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,4,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,5,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,6,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,8,1749356462.2996814,parameter_transfer
"{'norm': 3.0843141078948975, 'mean': -0.003619095543399453, 'std': 0.1817089021205902}",1,7,9,1749356462.2996814,parameter_transfer
"{'norm': 3.0861830711364746, 'mean': -0.002482973039150238, 'std': 0.18183813989162445}",1,8,0,1749356462.2997222,parameter_transfer
"{'norm': 3.0861830711364746, 'mean': -0.002482973039150238, 'std': 0.18183813989162445}",1,8,1,1749356462.2997222,parameter_transfer
