edge,weight
0-1,436.08
0-2,832.66
0-3,1147.38
0-4,91.26
0-5,105.41
0-6,93.34
0-7,2396.38
0-8,1902.46
0-9,4323.83
0-10,5142.05
0-11,432.11
0-12,486.92
0-13,4136.59
0-14,5078.13
1-2,467.01
1-3,1728.2
1-4,89.39
1-5,110.76
1-6,844.76
1-7,1025.51
1-8,2361.13
1-9,495.31
1-10,1694.98
1-11,5517.97
1-12,4174.82
1-13,2206.89
1-14,97.31
2-3,972.07
2-4,2109.76
2-5,4018.84
2-6,577.05
2-7,1798.48
2-8,82.32
2-9,1130.54
2-10,557.36
2-11,4264.22
2-12,493.76
2-13,2301.8
2-14,86.45
3-4,83.44
3-5,1090.44
3-6,117.88
3-7,5900.18
3-8,1821.84
3-9,4910.13
3-10,432.64
3-11,4912.42
3-12,550.52
3-13,1123.7
3-14,104.49
4-5,481.12
4-6,557.91
4-7,1846.89
4-8,1135.43
4-9,110.59
4-10,421.18
4-11,463.14
4-12,84.9
4-13,4954.08
4-14,578.97
5-6,1042.18
5-7,99.1
5-8,4063.94
5-9,957.7
5-10,2072.62
5-11,443.95
5-12,468.41
5-13,574.43
5-14,513.47
6-7,80.05
6-8,2229.98
6-9,582.68
6-10,4801.26
6-11,2131.61
6-12,524.14
6-13,861.05
6-14,2099.69
7-8,4541.9
7-9,1109.16
7-10,89.84
7-11,2327.89
7-12,2260.27
7-13,4609.62
7-14,1635.65
8-9,104.26
8-10,584.19
8-11,105.73
8-12,98.12
8-13,523.65
8-14,933.43
9-10,1656.33
9-11,513.29
9-12,4516.95
9-13,422.29
9-14,1124.79
10-11,83.92
10-12,952.94
10-13,1046.73
10-14,438.58
11-12,4431.66
11-13,443.03
11-14,105.46
12-13,5123.34
12-14,98.06
13-14,4917.34
