node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,16,512,tier1_hospital,0.979,critical,50000
1,clinic_001,1000,tier_2,64,HIPAA,2,64,tier2_hospital,0.956,standard,10000
2,research_center_002,10000,tier_3,64,PIPEDA,16,512,research_center,0.988,critical,100000
3,mobile_unit_003,1000,tier_1,4,GDPR,1,32,mobile_unit,0.842,standard,2000
4,edge_device_004,500,tier_2,8,local,0,16,edge_device,0.775,critical,2000
5,hospital_005,10000,tier_1,64,GDPR,4,512,tier1_hospital,0.979,high,20000
6,clinic_006,2000,tier_2,16,local,4,128,tier2_hospital,0.907,standard,20000
7,research_center_007,5000,tier_3,128,PIPEDA,16,256,research_center,0.995,standard,50000
8,mobile_unit_008,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.835,standard,5000
9,edge_device_009,500,tier_2,4,GDPR,1,32,edge_device,0.863,critical,1000
10,hospital_010,10000,tier_1,32,local,4,256,tier1_hospital,0.994,high,50000
11,clinic_011,5000,tier_2,32,GDPR,8,256,tier2_hospital,0.962,critical,20000
12,research_center_012,5000,tier_3,64,GDPR,16,256,research_center,0.987,high,20000
13,mobile_unit_013,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.862,critical,5000
14,edge_device_014,50,tier_2,4,GDPR,0,32,edge_device,0.888,standard,2000
