param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,1,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,2,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,3,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,4,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,5,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,6,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,7,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,8,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,9,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,10,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,11,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,12,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,13,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,0,14,1749440339.3130348,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,0,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,2,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,3,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,4,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,5,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,6,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,7,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,8,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,9,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,10,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,11,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,12,1749440339.313113,parameter_transfer
"{'norm': 3.200873851776123, 'mean': -0.0251606535166502, 'std': 0.18692757189273834}",1,1,13,1749440339.313113,parameter_transfer
