node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,local,16,128,tier1_hospital,0.97,high,20000
1,clinic_001,5000,tier_2,64,HIPAA,8,256,tier2_hospital,0.958,standard,5000
2,research_center_002,5000,tier_3,128,PIPEDA,32,1024,research_center,0.985,critical,50000
3,mobile_unit_003,100,tier_1,8,GDPR,2,64,mobile_unit,0.848,high,5000
4,edge_device_004,500,tier_2,2,PIPEDA,0,8,edge_device,0.751,critical,500
5,hospital_005,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.958,critical,50000
6,clinic_006,1000,tier_2,32,local,4,256,tier2_hospital,0.946,standard,10000
7,research_center_007,5000,tier_3,256,PIPEDA,32,512,research_center,0.993,critical,100000
8,mobile_unit_008,1000,tier_1,4,PIPEDA,1,64,mobile_unit,0.841,critical,2000
9,edge_device_009,50,tier_2,2,local,1,16,edge_device,0.9,critical,2000
10,hospital_010,5000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.985,standard,10000
11,clinic_011,2000,tier_2,64,GDPR,4,128,tier2_hospital,0.913,critical,20000
12,research_center_012,10000,tier_3,64,local,8,1024,research_center,0.981,critical,50000
13,mobile_unit_013,100,tier_1,4,local,1,64,mobile_unit,0.894,standard,5000
14,edge_device_014,50,tier_2,2,local,0,16,edge_device,0.849,critical,500
