node_id,latitude,longitude
0,44.012727,-92.469885
1,39.338458,-76.563347
2,37.406771,-122.179422
3,42.359646,-71.108348
4,34.054148,-118.285846
5,51.510506,-0.108828
6,48.808844,2.305907
7,35.671412,139.622231
8,1.320832,103.769974
9,-33.863907,151.201068
10,43.981303,-92.42158
11,39.333399,-76.575918
12,37.440794,-122.13888
13,42.386952,-71.022749
14,34.024926,-118.268008
15,51.540907,-0.162073
16,48.829011,2.36917
17,35.686338,139.648463
18,1.318392,103.796618
19,-33.846442,151.162645
