node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,4,256,tier1_hospital,0.961,standard,10000
1,clinic_001,1000,tier_2,64,HIPAA,8,128,tier2_hospital,0.935,high,5000
2,research_center_002,5000,tier_3,256,HIPAA,8,256,research_center,0.984,standard,50000
3,mobile_unit_003,1000,tier_1,16,GDPR,1,16,mobile_unit,0.898,critical,1000
4,edge_device_004,50,tier_2,2,PIPEDA,1,16,edge_device,0.732,standard,1000
5,hospital_005,10000,tier_1,32,GDPR,16,512,tier1_hospital,0.963,standard,10000
6,clinic_006,5000,tier_2,32,HIPAA,4,64,tier2_hospital,0.953,high,10000
7,research_center_007,20000,tier_3,64,GDPR,32,512,research_center,0.989,critical,100000
8,mobile_unit_008,1000,tier_1,4,HIPAA,2,16,mobile_unit,0.831,critical,1000
9,edge_device_009,100,tier_2,2,HIPAA,0,32,edge_device,0.748,standard,500
10,hospital_010,10000,tier_1,128,HIPAA,16,128,tier1_hospital,0.977,critical,20000
11,clinic_011,5000,tier_2,32,HIPAA,2,64,tier2_hospital,0.916,high,20000
12,research_center_012,10000,tier_3,128,HIPAA,8,512,research_center,0.999,critical,20000
13,mobile_unit_013,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.827,standard,1000
14,edge_device_014,50,tier_2,4,local,1,16,edge_device,0.7,critical,2000
15,hospital_015,10000,tier_1,32,HIPAA,8,256,tier1_hospital,0.959,critical,10000
16,clinic_016,5000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.907,standard,10000
17,research_center_017,20000,tier_3,256,local,8,256,research_center,0.993,standard,20000
18,mobile_unit_018,100,tier_1,8,PIPEDA,1,64,mobile_unit,0.857,high,2000
19,edge_device_019,100,tier_2,8,local,1,16,edge_device,0.851,standard,1000
