# Trust Score Evolution for cifar10_ring_gradient_n20_trust
# Format: Round,Node,Neighbor,Trust_Score
# Generated at: Mon Jul 14 13:52:55 UTC 2025

1,1,0,1.0
1,1,2,1.0
1,4,3,1.0
1,4,5,1.0
1,5,4,1.0
1,5,6,1.0
1,6,5,1.0
1,6,7,1.0
1,9,8,1.0
1,9,10,1.0
1,10,9,1.0
1,10,11,1.0
1,11,10,1.0
1,11,12,1.0
1,12,11,1.0
1,12,13,1.0
1,13,12,1.0
1,13,14,1.0
1,14,13,1.0
1,14,15,1.0
1,15,14,1.0
1,15,16,1.0
1,17,16,1.0
1,17,18,1.0
1,18,17,1.0
1,18,19,1.0
1,19,0,1.0
1,19,18,1.0
2,1,0,1.0
2,1,2,1.0
2,4,3,1.0
2,4,5,1.0
2,5,4,1.0
2,5,6,1.0
2,6,5,1.0
2,6,7,1.0
2,9,8,1.0
2,9,10,1.0
2,10,9,1.0
2,10,11,1.0
2,11,10,1.0
2,11,12,1.0
2,12,11,1.0
2,12,13,1.0
2,13,12,1.0
2,13,14,1.0
2,14,13,1.0
2,14,15,1.0
2,15,14,1.0
2,15,16,1.0
2,17,16,1.0
2,17,18,1.0
2,18,17,1.0
2,18,19,1.0
2,19,0,1.0
2,19,18,1.0
3,1,0,1.0
3,1,2,1.0
3,4,3,1.0
3,4,5,1.0
3,5,4,1.0
3,5,6,1.0
3,6,5,1.0
3,6,7,1.0
3,9,8,1.0
3,9,10,1.0
3,10,9,1.0
3,10,11,1.0
3,11,10,1.0
3,11,12,1.0
3,12,11,1.0
3,12,13,1.0
3,13,12,1.0
3,13,14,1.0
3,14,13,1.0
3,14,15,1.0
3,15,14,1.0
3,15,16,1.0
3,17,16,1.0
3,17,18,1.0
3,18,17,1.0
3,18,19,1.0
3,19,0,1.0
3,19,18,1.0
4,1,0,1.0
4,1,2,1.0
4,4,3,1.0
4,4,5,1.0
4,5,4,1.0
4,5,6,1.0
4,6,5,1.0
4,6,7,1.0
4,9,8,1.0
4,9,10,1.0
4,10,9,1.0
4,10,11,1.0
4,11,10,1.0
4,11,12,1.0
4,12,11,1.0
4,12,13,1.0
4,13,12,1.0
4,13,14,1.0
4,14,13,1.0
4,14,15,1.0
4,15,14,1.0
4,15,16,1.0
4,17,16,1.0
4,17,18,1.0
4,18,17,1.0
4,18,19,1.0
4,19,0,1.0
4,19,18,1.0
5,1,0,1.0
5,1,2,1.0
5,4,3,1.0
5,4,5,1.0
5,5,4,1.0
5,5,6,1.0
5,6,5,1.0
5,6,7,1.0
5,9,8,1.0
5,9,10,1.0
5,10,9,1.0
5,10,11,1.0
5,11,10,1.0
5,11,12,1.0
5,12,11,1.0
5,12,13,1.0
5,13,12,1.0
5,13,14,1.0
5,14,13,1.0
5,14,15,1.0
5,15,14,1.0
5,15,16,1.0
5,17,16,1.0
5,17,18,1.0
5,18,17,1.0
5,18,19,1.0
5,19,0,1.0
5,19,18,1.0
6,1,0,1.0
6,1,2,1.0
6,4,3,1.0
6,4,5,1.0
6,5,4,1.0
6,5,6,1.0
6,6,5,1.0
6,6,7,1.0
6,9,8,1.0
6,9,10,1.0
6,10,9,1.0
6,10,11,1.0
6,11,10,1.0
6,11,12,1.0
6,12,11,1.0
6,12,13,1.0
6,13,12,1.0
6,13,14,1.0
6,14,13,1.0
6,14,15,1.0
6,15,14,1.0
6,15,16,1.0
6,17,16,1.0
6,17,18,1.0
6,18,17,1.0
6,18,19,1.0
6,19,0,1.0
6,19,18,1.0
7,1,0,0.75
7,1,2,1.0
7,4,3,1.0
7,4,5,1.0
7,5,4,1.0
7,5,6,1.0
7,6,5,1.0
7,6,7,0.75
7,9,8,0.75
7,9,10,1.0
7,10,9,1.0
7,10,11,1.0
7,11,10,1.0
7,11,12,1.0
7,12,11,1.0
7,12,13,1.0
7,13,12,1.0
7,13,14,1.0
7,14,13,1.0
7,14,15,1.0
7,15,14,1.0
7,15,16,0.75
7,17,16,0.75
7,17,18,1.0
7,18,17,1.0
7,18,19,1.0
7,19,0,0.75
7,19,18,1.0
8,1,0,0.421875
8,1,2,0.75
8,4,3,0.75
8,4,5,1.0
8,5,4,1.0
8,5,6,1.0
8,6,5,1.0
8,6,7,0.421875
8,9,8,0.421875
8,9,10,1.0
8,10,9,1.0
8,10,11,1.0
8,11,10,1.0
8,11,12,1.0
8,12,11,1.0
8,12,13,1.0
8,13,12,1.0
8,13,14,1.0
8,14,13,1.0
8,14,15,1.0
8,15,14,1.0
8,15,16,0.421875
8,17,16,0.421875
8,17,18,1.0
8,18,17,1.0
8,18,19,1.0
8,19,0,0.421875
8,19,18,1.0
9,1,0,0.177978515625
9,1,2,0.421875
9,4,3,0.421875
9,4,5,1.0
9,5,4,1.0
9,5,6,1.0
9,6,5,1.0
9,6,7,0.177978515625
9,9,8,0.177978515625
9,9,10,1.0
9,10,9,1.0
9,10,11,1.0
9,11,10,1.0
9,11,12,1.0
9,12,11,1.0
9,12,13,1.0
