node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1959,research_grant,mayo_clinic,tier1_hospital,95
1,local,HIPAA_compliant,oncology,1960,public,johns_hopkins,tier2_hospital,2082
2,local,FedRAMP,cardiology,2018,private,stanford_med,research_center,1284
3,local,HIPAA_compliant,neurology,1961,research_grant,mass_general,mobile_unit,2771
4,regional,HIPAA_compliant,pathology,1965,mixed,ucla_health,edge_device,1755
5,international,HIPAA_compliant,radiology,1983,research_grant,mayo_clinic,tier1_hospital,584
6,local,SOC2,oncology,1964,private,johns_hopkins,tier2_hospital,4411
7,local,FedRAMP,cardiology,2003,private,stanford_med,research_center,485
8,regional,SOC2,neurology,2012,mixed,mass_general,mobile_unit,3604
9,national,SOC2,pathology,2004,research_grant,ucla_health,edge_device,252
