node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,8,128,tier1_hospital,0.981,high,10000
1,clinic_001,2000,tier_2,64,HIPAA,4,256,tier2_hospital,0.935,high,10000
2,research_center_002,10000,tier_3,64,GDPR,16,256,research_center,0.983,standard,50000
3,mobile_unit_003,500,tier_1,4,local,1,32,mobile_unit,0.78,high,1000
4,edge_device_004,500,tier_2,4,GDPR,0,16,edge_device,0.899,high,1000
5,hospital_005,10000,tier_1,128,PIPEDA,4,512,tier1_hospital,0.991,standard,50000
6,clinic_006,5000,tier_2,64,local,8,128,tier2_hospital,0.958,critical,10000
7,research_center_007,20000,tier_3,256,PIPEDA,32,256,research_center,0.982,critical,50000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,32,mobile_unit,0.887,standard,5000
9,edge_device_009,500,tier_2,2,HIPAA,1,8,edge_device,0.721,standard,2000
10,hospital_010,5000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.96,standard,20000
11,clinic_011,1000,tier_2,32,local,2,128,tier2_hospital,0.924,high,10000
12,research_center_012,5000,tier_3,256,GDPR,32,1024,research_center,0.996,standard,50000
13,mobile_unit_013,100,tier_1,4,PIPEDA,2,32,mobile_unit,0.867,critical,5000
14,edge_device_014,500,tier_2,8,local,1,16,edge_device,0.806,critical,500
