edge,weight
0-1,1629.62
0-2,1182.75
0-3,494.35
0-4,5000.61
0-5,5303.95
0-6,4457.06
0-7,935.78
0-8,2085.19
0-9,1163.24
0-10,1058.43
0-11,100.73
0-12,581.88
0-13,5945.22
0-14,2337.67
0-15,2027.69
0-16,2005.54
0-17,902.34
0-18,1066.66
0-19,1708.09
1-2,92.18
1-3,2059.07
1-4,2034.94
1-5,5535.8
1-6,98.44
1-7,4825.52
1-8,1099.14
1-9,908.79
1-10,1939.7
1-11,859.92
1-12,5367.77
1-13,493.67
1-14,402.27
1-15,412.57
1-16,1124.6
1-17,1729.55
1-18,104.05
1-19,103.79
2-3,1965.89
2-4,119.76
2-5,899.2
2-6,4999.01
2-7,5475.86
2-8,534.81
2-9,98.21
2-10,93.39
2-11,5166.26
2-12,2145.24
2-13,2279.07
2-14,1652.87
2-15,106.53
2-16,2158.52
2-17,5348.95
2-18,4923.56
2-19,571.22
3-4,1182.9
3-5,1013.15
3-6,980.44
3-7,4710.46
3-8,97.86
3-9,106.65
3-10,863.64
3-11,883.69
3-12,105.41
3-13,4593.81
3-14,5924.58
3-15,85.19
3-16,580.75
3-17,99.93
3-18,105.87
3-19,2051.12
4-5,5373.79
4-6,584.07
4-7,4977.65
4-8,4482.99
4-9,2070.52
4-10,4914.04
4-11,2269.03
4-12,1154.01
4-13,4354.32
4-14,118.84
4-15,586.63
4-16,5334.6
4-17,516.29
4-18,4038.0
4-19,4720.6
5-6,110.23
5-7,90.96
5-8,4860.53
5-9,867.9
5-10,814.41
5-11,5288.22
5-12,557.32
5-13,1646.02
5-14,2125.06
5-15,5545.14
5-16,2106.01
5-17,108.45
5-18,412.56
5-19,5035.61
6-7,462.01
6-8,2038.6
6-9,1041.18
6-10,116.29
6-11,2297.09
6-12,2216.73
6-13,853.68
6-14,1909.72
6-15,1773.86
6-16,882.32
6-17,5409.66
6-18,110.7
6-19,97.93
7-8,4816.36
7-9,1795.52
7-10,579.68
7-11,2145.44
7-12,4477.05
7-13,414.58
7-14,962.17
7-15,95.1
7-16,580.93
7-17,1762.16
7-18,5389.92
7-19,479.46
8-9,835.62
8-10,5171.15
8-11,463.26
8-12,888.24
8-13,565.33
8-14,552.62
8-15,1068.9
8-16,979.67
8-17,1794.15
8-18,1146.79
8-19,468.04
9-10,2075.16
9-11,89.16
9-12,4245.94
9-13,593.59
9-14,4117.11
9-15,1603.77
9-16,1684.72
9-17,1003.57
9-18,520.47
9-19,453.41
10-11,425.12
10-12,591.41
10-13,1698.07
10-14,1760.96
10-15,927.25
10-16,2004.43
10-17,5693.36
10-18,5710.76
10-19,4886.34
11-12,94.02
11-13,939.6
11-14,472.15
11-15,90.11
11-16,111.6
11-17,113.03
11-18,1710.11
11-19,116.96
12-13,585.81
12-14,4481.37
12-15,4098.93
12-16,2319.48
12-17,1792.1
12-18,1134.49
12-19,98.75
13-14,119.94
13-15,97.08
13-16,2224.31
13-17,112.3
13-18,2103.2
13-19,4043.15
14-15,85.73
14-16,1664.28
14-17,492.11
14-18,2336.1
14-19,892.1
15-16,1607.27
15-17,2366.15
15-18,90.58
15-19,530.33
16-17,5596.46
16-18,4373.84
16-19,808.99
17-18,1037.36
17-19,829.52
18-19,96.78
