node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,4,512,tier1_hospital,0.977,standard,10000
1,clinic_001,2000,tier_2,16,local,8,256,tier2_hospital,0.959,high,10000
2,research_center_002,20000,tier_3,128,local,8,512,research_center,0.99,critical,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,64,mobile_unit,0.775,high,1000
4,edge_device_004,100,tier_2,8,PIPEDA,0,32,edge_device,0.749,standard,2000
5,hospital_005,2000,tier_1,32,local,16,256,tier1_hospital,0.981,high,10000
6,clinic_006,5000,tier_2,16,HIPAA,8,64,tier2_hospital,0.961,standard,10000
7,research_center_007,10000,tier_3,256,local,16,1024,research_center,0.984,high,20000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,64,mobile_unit,0.897,high,5000
9,edge_device_009,50,tier_2,8,local,1,16,edge_device,0.753,critical,1000
10,hospital_010,2000,tier_1,64,local,8,256,tier1_hospital,0.999,critical,20000
11,clinic_011,5000,tier_2,16,GDPR,2,64,tier2_hospital,0.933,standard,5000
12,research_center_012,20000,tier_3,256,PIPEDA,32,512,research_center,0.99,high,20000
13,mobile_unit_013,100,tier_1,8,PIPEDA,2,16,mobile_unit,0.794,high,5000
14,edge_device_014,500,tier_2,4,HIPAA,0,32,edge_device,0.754,critical,2000
15,hospital_015,2000,tier_1,128,GDPR,16,256,tier1_hospital,0.997,high,20000
16,clinic_016,1000,tier_2,32,HIPAA,8,128,tier2_hospital,0.94,critical,10000
17,research_center_017,10000,tier_3,64,local,8,256,research_center,0.995,standard,50000
18,mobile_unit_018,500,tier_1,8,PIPEDA,2,64,mobile_unit,0.864,critical,2000
19,edge_device_019,500,tier_2,4,HIPAA,1,8,edge_device,0.706,standard,1000
