node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,16,128,tier1_hospital,0.989,critical,20000
1,clinic_001,1000,tier_2,64,GDPR,4,64,tier2_hospital,0.916,high,20000
2,research_center_002,10000,tier_3,128,PIPEDA,8,256,research_center,0.984,standard,20000
3,mobile_unit_003,100,tier_1,4,GDPR,2,64,mobile_unit,0.856,critical,1000
4,edge_device_004,500,tier_2,4,GDPR,1,8,edge_device,0.86,high,500
5,hospital_005,2000,tier_1,32,GDPR,16,512,tier1_hospital,0.985,standard,10000
6,clinic_006,1000,tier_2,16,local,2,128,tier2_hospital,0.952,critical,10000
7,research_center_007,10000,tier_3,64,PIPEDA,16,512,research_center,0.982,high,20000
8,mobile_unit_008,100,tier_1,16,HIPAA,1,16,mobile_unit,0.776,standard,5000
9,edge_device_009,50,tier_2,4,HIPAA,1,8,edge_device,0.797,high,500
