node_id,latitude,longitude
0,44.004269,-92.488793
1,39.254082,-76.597303
2,37.42822,-122.15895
3,42.352854,-71.044047
4,34.061124,-118.195162
5,51.537336,-0.100201
6,48.898212,2.342808
7,35.692211,139.630099
8,1.371941,103.792967
9,-33.908637,151.174885
10,43.975092,-92.446639
11,39.316089,-76.640819
12,37.401208,-122.123156
13,42.375151,-71.062109
14,34.058997,-118.260181
15,51.542514,-0.091838
16,48.818774,2.377728
17,35.718924,139.643956
18,1.35543,103.781076
19,-33.903036,151.256416
