timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753353593.7165499,1,-1,training,21.45354962348938,0,0,0,
1753353613.3507974,2,-1,training,18.215978860855103,0,0,0,
1753353632.1551468,3,-1,training,17.395868062973022,0,0,0,
1753353651.4593794,4,-1,training,17.89682364463806,0,0,0,
1753353656.2756512,5,-1,training,3.3105058670043945,0,0,0,
1753353675.509187,6,-1,training,17.74446392059326,0,0,0,
1753353680.3709755,7,-1,training,3.3696529865264893,0,0,0,
1753353685.3205926,8,-1,training,3.4770259857177734,0,0,0,
1753353690.616943,9,-1,training,3.7490265369415283,0,0,0,
1753353695.7662675,10,-1,training,3.6154208183288574,0,0,0,
