node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1979,private,mayo_clinic,tier1_hospital,3100
1,national,ISO27001,oncology,1987,mixed,johns_hopkins,tier2_hospital,3805
2,local,SOC2,cardiology,2007,research_grant,stanford_med,research_center,3831
3,international,SOC2,neurology,2014,mixed,mass_general,mobile_unit,324
4,international,FedRAMP,pathology,2002,private,ucla_health,edge_device,4223
5,national,ISO27001,radiology,1967,private,mayo_clinic,tier1_hospital,2250
6,international,ISO27001,oncology,1983,mixed,johns_hopkins,tier2_hospital,1156
7,national,ISO27001,cardiology,2010,research_grant,stanford_med,research_center,4318
8,international,FedRAMP,neurology,1975,public,mass_general,mobile_unit,3152
9,international,HIPAA_compliant,pathology,1991,private,ucla_health,edge_device,3974
10,regional,ISO27001,radiology,2020,private,mayo_clinic,tier1_hospital,2299
11,international,SOC2,oncology,2016,mixed,johns_hopkins,tier2_hospital,806
12,regional,FedRAMP,cardiology,2006,research_grant,stanford_med,research_center,3995
13,regional,SOC2,neurology,1980,private,mass_general,mobile_unit,1630
14,international,FedRAMP,pathology,1957,private,ucla_health,edge_device,4213
