edge,weight
0-1,1072.74
0-2,500.74
0-3,1146.42
0-4,509.06
0-5,2122.72
0-6,5918.59
0-7,1744.36
0-8,436.81
0-9,2145.26
0-10,2255.34
0-11,924.78
0-12,1165.58
0-13,801.44
0-14,115.32
1-2,5861.29
1-3,546.38
1-4,408.72
1-5,4508.24
1-6,2004.43
1-7,590.39
1-8,833.34
1-9,81.88
1-10,117.4
1-11,107.4
1-12,1978.9
1-13,416.17
1-14,96.68
2-3,1166.3
2-4,4321.97
2-5,2367.02
2-6,5309.14
2-7,5363.46
2-8,4465.17
2-9,2332.67
2-10,4258.63
2-11,1779.94
2-12,492.16
2-13,458.94
2-14,90.93
3-4,931.16
3-5,477.97
3-6,5793.26
3-7,87.63
3-8,909.7
3-9,1733.25
3-10,491.83
3-11,1723.48
3-12,80.93
3-13,96.37
3-14,561.94
4-5,510.23
4-6,96.52
4-7,1985.71
4-8,956.39
4-9,401.08
4-10,420.74
4-11,107.15
4-12,1189.87
4-13,427.81
4-14,564.54
5-6,567.25
5-7,465.27
5-8,506.98
5-9,591.8
5-10,954.66
5-11,5950.37
5-12,101.38
5-13,499.0
5-14,86.69
6-7,578.36
6-8,4971.19
6-9,1725.44
6-10,1190.49
6-11,5137.04
6-12,1722.3
6-13,1157.93
6-14,580.54
7-8,1671.06
7-9,1061.92
7-10,803.5
7-11,1948.38
7-12,426.5
7-13,906.76
7-14,5840.45
8-9,501.19
8-10,928.94
8-11,101.12
8-12,1634.23
8-13,92.62
8-14,4803.61
9-10,430.83
9-11,5344.07
9-12,509.92
9-13,113.73
9-14,497.2
10-11,4202.04
10-12,110.32
10-13,836.2
10-14,89.71
11-12,1062.05
11-13,106.74
11-14,112.8
12-13,1197.61
12-14,529.33
13-14,505.79
