node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,16,512,tier1_hospital,0.987,high,50000
1,clinic_001,1000,tier_2,64,local,8,64,tier2_hospital,0.96,critical,5000
2,research_center_002,20000,tier_3,64,PIPEDA,8,256,research_center,0.993,high,100000
3,mobile_unit_003,100,tier_1,16,local,2,64,mobile_unit,0.875,high,5000
4,edge_device_004,50,tier_2,4,local,1,8,edge_device,0.795,high,1000
5,hospital_005,5000,tier_1,64,local,8,512,tier1_hospital,0.998,high,10000
6,clinic_006,5000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.933,high,20000
7,research_center_007,5000,tier_3,64,local,8,512,research_center,0.996,standard,50000
8,mobile_unit_008,500,tier_1,16,HIPAA,2,64,mobile_unit,0.758,standard,5000
9,edge_device_009,500,tier_2,2,local,0,32,edge_device,0.842,standard,500
10,hospital_010,2000,tier_1,128,HIPAA,8,256,tier1_hospital,0.985,standard,20000
11,clinic_011,5000,tier_2,64,HIPAA,4,128,tier2_hospital,0.966,standard,5000
12,research_center_012,10000,tier_3,256,GDPR,8,1024,research_center,1.0,high,50000
13,mobile_unit_013,100,tier_1,4,GDPR,1,32,mobile_unit,0.808,standard,1000
14,edge_device_014,100,tier_2,4,local,1,32,edge_device,0.862,high,1000
15,hospital_015,5000,tier_1,32,HIPAA,8,128,tier1_hospital,0.975,critical,20000
16,clinic_016,1000,tier_2,64,HIPAA,4,64,tier2_hospital,0.932,standard,20000
17,research_center_017,20000,tier_3,256,HIPAA,32,256,research_center,0.997,high,20000
18,mobile_unit_018,100,tier_1,16,local,2,32,mobile_unit,0.783,standard,1000
19,edge_device_019,100,tier_2,2,local,0,16,edge_device,0.897,high,1000
