edge,weight
0-1,1922.45
0-2,95.92
0-3,1085.33
0-4,413.74
0-5,1140.23
0-6,5503.1
0-7,1782.06
0-8,5531.41
0-9,2385.55
1-2,90.57
1-3,4922.1
1-4,5605.4
1-5,1643.15
1-6,530.48
1-7,554.57
1-8,523.38
1-9,2186.78
2-3,1180.97
2-4,874.1
2-5,81.85
2-6,995.71
2-7,5002.87
2-8,1631.98
2-9,2280.34
3-4,113.29
3-5,99.36
3-6,5591.69
3-7,424.86
3-8,406.42
3-9,449.49
4-5,937.08
4-6,89.62
4-7,1021.44
4-8,5340.33
4-9,945.17
5-6,109.69
5-7,113.99
5-8,4301.03
5-9,496.19
6-7,5959.89
6-8,4774.04
6-9,5646.85
7-8,2376.29
7-9,2010.02
8-9,2133.0
