timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753364370.6719422,1,10,"[5, 0]",2,0.2,0.2,"{5: 1.0, 0: 1.0}",,,
1753364390.0965679,2,10,"[2, 9]",2,0.2,0.2,"{2: 1.0, 9: 1.0}",,,
1753364405.4768796,3,10,"[9, 6]",2,0.2,0.2,"{9: 1.0, 6: 1.0}",,,
1753364423.530325,4,10,"[9, 5]",2,0.2,0.2,"{9: 1.0, 5: 1.0}",,,
1753364428.8790429,5,10,"[7, 0]",2,0.2,0.2,"{7: 1.0, 0: 1.0}",,,
1753364444.620161,6,10,"[0, 1]",2,0.2,0.2,"{0: 1.0, 1: 1.0}",,,
1753364464.3631418,7,10,"[7, 5]",2,0.2,0.2,"{7: 1.0, 5: 1.0}",,,
1753364469.7827342,8,10,"[7, 2]",2,0.2,0.2,"{7: 1.0, 2: 1.0}",,,
1753364473.7840123,9,10,"[3, 8]",2,0.2,0.2,"{3: 1.0, 8: 1.0}",,,
1753364496.4797304,10,10,"[6, 0]",2,0.2,0.2,"{6: 1.0, 0: 1.0}",,,
