edge,weight
0-1,467.91
0-2,84.82
0-3,4498.35
0-4,88.51
0-5,102.55
0-6,1123.49
0-7,4525.52
0-8,573.24
0-9,88.23
0-10,2255.73
0-11,4789.25
0-12,5005.36
0-13,111.45
0-14,112.35
1-2,405.31
1-3,100.07
1-4,451.32
1-5,1100.01
1-6,4467.69
1-7,5029.41
1-8,847.37
1-9,5869.31
1-10,1182.3
1-11,497.36
1-12,5449.41
1-13,4074.63
1-14,4350.44
2-3,2000.9
2-4,4001.03
2-5,2166.22
2-6,2351.17
2-7,2206.1
2-8,80.37
2-9,866.85
2-10,5768.93
2-11,1149.3
2-12,5905.92
2-13,916.04
2-14,940.49
3-4,562.0
3-5,2282.23
3-6,1780.04
3-7,1986.16
3-8,100.03
3-9,564.82
3-10,984.75
3-11,2267.39
3-12,116.93
3-13,1713.23
3-14,1708.01
4-5,5432.97
4-6,94.27
4-7,2169.25
4-8,544.21
4-9,498.38
4-10,1827.19
4-11,111.68
4-12,2018.2
4-13,579.03
4-14,2379.52
5-6,107.29
5-7,5948.59
5-8,100.59
5-9,111.8
5-10,2364.4
5-11,1901.16
5-12,108.37
5-13,1134.46
5-14,1011.32
6-7,91.4
6-8,5608.78
6-9,2021.19
6-10,89.27
6-11,4367.04
6-12,2317.64
6-13,1131.01
6-14,1001.38
7-8,95.27
7-9,850.68
7-10,579.47
7-11,1620.17
7-12,81.25
7-13,118.01
7-14,571.62
8-9,1166.65
8-10,1088.48
8-11,2089.56
8-12,574.65
8-13,5765.9
8-14,954.27
9-10,115.37
9-11,1042.78
9-12,1012.12
9-13,113.34
9-14,5714.4
10-11,459.96
10-12,920.64
10-13,4808.29
10-14,597.92
11-12,409.1
11-13,4631.1
11-14,1692.66
12-13,1111.62
12-14,84.23
13-14,529.88
