node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.997,critical,50000
1,clinic_001,5000,tier_2,16,HIPAA,4,64,tier2_hospital,0.942,high,20000
2,research_center_002,20000,tier_3,256,PIPEDA,32,256,research_center,0.995,high,20000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.885,standard,1000
4,edge_device_004,50,tier_2,4,local,0,16,edge_device,0.793,standard,500
5,hospital_005,2000,tier_1,128,GDPR,4,256,tier1_hospital,0.963,critical,10000
6,clinic_006,5000,tier_2,16,GDPR,8,256,tier2_hospital,0.94,critical,20000
7,research_center_007,10000,tier_3,128,HIPAA,8,256,research_center,0.989,critical,20000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,32,mobile_unit,0.846,standard,5000
9,edge_device_009,50,tier_2,8,HIPAA,1,8,edge_device,0.812,critical,1000
10,hospital_010,5000,tier_1,64,local,4,512,tier1_hospital,0.998,high,20000
11,clinic_011,5000,tier_2,32,GDPR,4,128,tier2_hospital,0.95,standard,20000
12,research_center_012,10000,tier_3,256,GDPR,16,256,research_center,0.981,critical,50000
13,mobile_unit_013,1000,tier_1,8,HIPAA,2,32,mobile_unit,0.77,high,1000
14,edge_device_014,500,tier_2,2,local,1,16,edge_device,0.866,standard,500
15,hospital_015,5000,tier_1,64,local,16,512,tier1_hospital,0.979,critical,50000
16,clinic_016,1000,tier_2,64,GDPR,4,64,tier2_hospital,0.957,critical,10000
17,research_center_017,5000,tier_3,128,HIPAA,8,512,research_center,0.994,standard,100000
18,mobile_unit_018,1000,tier_1,16,HIPAA,2,64,mobile_unit,0.869,high,5000
19,edge_device_019,50,tier_2,8,local,0,8,edge_device,0.706,critical,500
