node_id,latitude,longitude
0,44.040875,-92.515656
1,39.327627,-76.641335
2,37.406771,-122.145439
3,42.341482,-71.089658
4,34.012687,-118.24419
5,51.55359,-0.140852
6,48.867346,2.369904
7,35.724639,139.619966
8,1.347169,103.818047
9,-33.916112,151.219346
10,44.069758,-92.479204
11,39.263656,-76.626518
12,37.487647,-122.13446
13,42.340161,-71.094578
14,34.084392,-118.292588
15,51.544424,-0.11459
16,48.813879,2.384003
17,35.715095,139.623118
18,1.30272,103.774852
19,-33.871849,151.241089
