node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,16,256,tier1_hospital,0.951,high,10000
1,clinic_001,1000,tier_2,64,GDPR,8,64,tier2_hospital,0.966,standard,10000
2,research_center_002,10000,tier_3,128,local,32,512,research_center,0.989,standard,100000
3,mobile_unit_003,500,tier_1,8,PIPEDA,2,32,mobile_unit,0.784,high,5000
4,edge_device_004,50,tier_2,2,HIPAA,1,32,edge_device,0.882,critical,1000
5,hospital_005,10000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.989,high,20000
6,clinic_006,2000,tier_2,32,GDPR,4,128,tier2_hospital,0.972,critical,10000
7,research_center_007,20000,tier_3,64,local,16,256,research_center,0.991,standard,50000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,64,mobile_unit,0.856,high,2000
9,edge_device_009,500,tier_2,8,PIPEDA,0,16,edge_device,0.776,critical,1000
