activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753374549.1132007,3
aggregation,,True,,,1,FedAvg,1753374576.4577549,
model_update,,,,7.394484429752671,1,,1753374576.6736786,
local_training,,,{},,2,,1753374577.7574494,3
aggregation,,True,,,2,FedAvg,1753374600.9799588,
model_update,,,,5.789590893754417,2,,1753374601.184183,
local_training,,,{},,3,,1753374602.233159,3
aggregation,,True,,,3,FedAvg,1753374608.0986621,
model_update,,,,4.375167631450613,3,,1753374608.3007433,
local_training,,,{},,4,,1753374609.3843632,3
aggregation,,True,,,4,FedAvg,1753374631.4553914,
model_update,,,,5.237176527304717,4,,1753374631.656594,
local_training,,,{},,5,,1753374632.884206,3
aggregation,,True,,,5,FedAvg,1753374656.5460372,
model_update,,,,5.5780651195908835,5,,1753374656.7577965,
local_training,,,{},,6,,1753374657.8314176,3
aggregation,,True,,,6,FedAvg,1753374663.8497689,
model_update,,,,4.37744405991022,6,,1753374664.0592647,
local_training,,,{},,7,,1753374665.3118167,3
aggregation,,True,,,7,FedAvg,1753374671.2777805,
model_update,,,,4.424673712002596,7,,1753374671.4892912,
local_training,,,{},,8,,1753374672.562939,3
aggregation,,True,,,8,FedAvg,1753374678.4942129,
model_update,,,,4.907316537839299,8,,1753374678.7012982,
local_training,,,{},,9,,1753374679.8020399,3
aggregation,,True,,,9,FedAvg,1753374685.9777596,
model_update,,,,4.301550417983211,9,,1753374686.1834805,
local_training,,,{},,10,,1753374687.3742838,3
aggregation,,True,,,10,FedAvg,1753374693.5494075,
model_update,,,,4.390343115783551,10,,1753374693.7588937,
