node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,8,512,tier1_hospital,0.977,high,50000
1,clinic_001,5000,tier_2,64,local,4,256,tier2_hospital,0.927,standard,20000
2,research_center_002,10000,tier_3,128,PIPEDA,16,256,research_center,0.999,standard,50000
3,mobile_unit_003,1000,tier_1,8,GDPR,2,64,mobile_unit,0.847,critical,2000
4,edge_device_004,50,tier_2,4,local,0,8,edge_device,0.738,critical,1000
5,hospital_005,5000,tier_1,32,GDPR,4,128,tier1_hospital,0.999,critical,10000
6,clinic_006,2000,tier_2,32,GDPR,4,128,tier2_hospital,0.911,standard,5000
7,research_center_007,20000,tier_3,256,HIPAA,32,512,research_center,0.998,critical,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,2,32,mobile_unit,0.805,standard,1000
9,edge_device_009,50,tier_2,4,HIPAA,1,32,edge_device,0.722,standard,1000
