node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,16,128,tier1_hospital,0.983,critical,20000
1,clinic_001,2000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.972,critical,5000
2,research_center_002,5000,tier_3,128,HIPAA,16,1024,research_center,0.992,high,20000
3,mobile_unit_003,100,tier_1,4,local,2,64,mobile_unit,0.868,high,1000
4,edge_device_004,500,tier_2,8,local,0,32,edge_device,0.725,standard,2000
5,hospital_005,2000,tier_1,128,local,4,256,tier1_hospital,0.957,high,20000
6,clinic_006,2000,tier_2,32,GDPR,8,128,tier2_hospital,0.921,standard,10000
7,research_center_007,20000,tier_3,64,HIPAA,32,512,research_center,0.989,high,20000
8,mobile_unit_008,500,tier_1,16,GDPR,2,16,mobile_unit,0.77,high,1000
9,edge_device_009,100,tier_2,2,GDPR,0,16,edge_device,0.878,standard,500
