node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,FedRAMP,radiology,1971,mixed,mayo_clinic,tier1_hospital,2596
1,national,HIPAA_compliant,oncology,1960,public,johns_hopkins,tier2_hospital,3475
2,international,FedRAMP,cardiology,1990,public,stanford_med,research_center,3948
3,national,FedRAMP,neurology,1954,public,mass_general,mobile_unit,4622
4,local,SOC2,pathology,2018,mixed,ucla_health,edge_device,1612
5,regional,HIPAA_compliant,radiology,1958,private,mayo_clinic,tier1_hospital,2828
6,local,FedRAMP,oncology,1965,research_grant,johns_hopkins,tier2_hospital,2000
7,local,SOC2,cardiology,1956,private,stanford_med,research_center,3374
8,regional,ISO27001,neurology,1971,mixed,mass_general,mobile_unit,2406
9,local,SOC2,pathology,2008,mixed,ucla_health,edge_device,3133
10,local,SOC2,radiology,2008,mixed,mayo_clinic,tier1_hospital,4616
11,local,ISO27001,oncology,1972,mixed,johns_hopkins,tier2_hospital,3198
12,local,FedRAMP,cardiology,1969,mixed,stanford_med,research_center,2072
13,local,HIPAA_compliant,neurology,2011,private,mass_general,mobile_unit,2657
14,international,SOC2,pathology,1967,research_grant,ucla_health,edge_device,1094
