node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,16,128,tier1_hospital,0.981,critical,10000
1,clinic_001,5000,tier_2,16,PIPEDA,8,64,tier2_hospital,0.961,standard,20000
2,research_center_002,10000,tier_3,128,GDPR,8,256,research_center,0.989,standard,20000
3,mobile_unit_003,1000,tier_1,16,HIPAA,2,16,mobile_unit,0.815,high,2000
4,edge_device_004,50,tier_2,8,local,0,8,edge_device,0.721,critical,500
5,hospital_005,2000,tier_1,64,local,4,128,tier1_hospital,0.957,high,50000
6,clinic_006,2000,tier_2,64,GDPR,2,64,tier2_hospital,0.921,high,20000
7,research_center_007,10000,tier_3,128,GDPR,8,512,research_center,0.996,high,100000
8,mobile_unit_008,100,tier_1,4,HIPAA,2,16,mobile_unit,0.792,high,2000
9,edge_device_009,50,tier_2,2,PIPEDA,0,16,edge_device,0.865,high,500
