timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753358656.0837069,1,10,"[1, 0, 7, 5, 8, 6, 2, 4]",8,0.8,0.8,"{1: 1.0, 0: 1.0, 7: 1.0, 5: 1.0, 8: 1.0, 6: 1.0, 2: 1.0, 4: 1.0}",,,
1753358677.3308895,2,10,"[1, 9, 6, 8, 0, 4, 3, 7]",8,0.8,0.8,"{1: 1.0, 9: 1.0, 6: 1.0, 8: 1.0, 0: 1.0, 4: 1.0, 3: 1.0, 7: 1.0}",,,
1753358695.6161935,3,10,"[4, 5, 0, 2, 9, 3, 6, 7]",8,0.8,0.8,"{4: 1.0, 5: 1.0, 0: 1.0, 2: 1.0, 9: 1.0, 3: 1.0, 6: 1.0, 7: 1.0}",,,
1753358701.1605752,4,10,"[5, 0, 3, 8, 9, 1, 6, 7]",8,0.8,0.8,"{5: 1.0, 0: 1.0, 3: 1.0, 8: 1.0, 9: 1.0, 1: 1.0, 6: 1.0, 7: 1.0}",,,
1753358706.7803724,5,10,"[9, 1, 0, 6, 4, 3, 8, 7]",8,0.8,0.8,"{9: 1.0, 1: 1.0, 0: 1.0, 6: 1.0, 4: 1.0, 3: 1.0, 8: 1.0, 7: 1.0}",,,
1753358712.7687774,6,10,"[7, 9, 3, 5, 6, 1, 0, 8]",8,0.8,0.8,"{7: 1.0, 9: 1.0, 3: 1.0, 5: 1.0, 6: 1.0, 1: 1.0, 0: 1.0, 8: 1.0}",,,
1753358718.5866108,7,10,"[5, 3, 1, 0, 6, 9, 7, 4]",8,0.8,0.8,"{5: 1.0, 3: 1.0, 1: 1.0, 0: 1.0, 6: 1.0, 9: 1.0, 7: 1.0, 4: 1.0}",,,
1753358724.150768,8,10,"[6, 0, 3, 8, 7, 5, 1, 2]",8,0.8,0.8,"{6: 1.0, 0: 1.0, 3: 1.0, 8: 1.0, 7: 1.0, 5: 1.0, 1: 1.0, 2: 1.0}",,,
1753358730.2965791,9,10,"[3, 9, 0, 4, 7, 8, 2, 5]",8,0.8,0.8,"{3: 1.0, 9: 1.0, 0: 1.0, 4: 1.0, 7: 1.0, 8: 1.0, 2: 1.0, 5: 1.0}",,,
1753358736.4355345,10,10,"[5, 3, 1, 2, 4, 6, 0, 8]",8,0.8,0.8,"{5: 1.0, 3: 1.0, 1: 1.0, 2: 1.0, 4: 1.0, 6: 1.0, 0: 1.0, 8: 1.0}",,,
