node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,256,tier1_hospital,0.976,standard,10000
1,clinic_001,1000,tier_2,64,HIPAA,8,128,tier2_hospital,0.93,high,10000
2,research_center_002,5000,tier_3,64,PIPEDA,16,256,research_center,0.995,critical,20000
3,mobile_unit_003,100,tier_1,8,HIPAA,1,32,mobile_unit,0.771,standard,1000
4,edge_device_004,100,tier_2,2,HIPAA,0,8,edge_device,0.795,critical,1000
5,hospital_005,5000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.986,standard,50000
6,clinic_006,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.925,high,20000
7,research_center_007,20000,tier_3,128,GDPR,32,256,research_center,0.981,critical,100000
8,mobile_unit_008,1000,tier_1,8,GDPR,1,16,mobile_unit,0.781,high,2000
9,edge_device_009,500,tier_2,2,PIPEDA,1,32,edge_device,0.879,critical,1000
10,hospital_010,5000,tier_1,128,GDPR,4,512,tier1_hospital,0.977,high,10000
11,clinic_011,2000,tier_2,64,HIPAA,4,64,tier2_hospital,0.973,high,10000
12,research_center_012,10000,tier_3,256,GDPR,16,512,research_center,0.996,high,20000
13,mobile_unit_013,500,tier_1,16,PIPEDA,1,16,mobile_unit,0.859,critical,5000
14,edge_device_014,50,tier_2,8,PIPEDA,0,16,edge_device,0.791,high,2000
15,hospital_015,2000,tier_1,128,GDPR,8,256,tier1_hospital,0.962,high,50000
16,clinic_016,1000,tier_2,32,GDPR,8,256,tier2_hospital,0.976,standard,10000
17,research_center_017,20000,tier_3,64,local,8,1024,research_center,0.989,high,100000
18,mobile_unit_018,1000,tier_1,4,local,2,32,mobile_unit,0.773,standard,1000
19,edge_device_019,50,tier_2,2,PIPEDA,0,32,edge_device,0.825,high,500
