node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.998,high,10000
1,clinic_001,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.962,high,20000
2,research_center_002,10000,tier_3,64,GDPR,8,512,research_center,0.99,critical,20000
3,mobile_unit_003,500,tier_1,16,GDPR,2,16,mobile_unit,0.855,critical,1000
4,edge_device_004,50,tier_2,2,PIPEDA,1,32,edge_device,0.703,high,1000
5,hospital_005,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.983,critical,10000
6,clinic_006,5000,tier_2,64,HIPAA,2,64,tier2_hospital,0.904,standard,10000
7,research_center_007,5000,tier_3,64,GDPR,16,1024,research_center,0.992,critical,20000
8,mobile_unit_008,1000,tier_1,16,GDPR,2,32,mobile_unit,0.777,critical,1000
9,edge_device_009,100,tier_2,2,HIPAA,0,16,edge_device,0.834,high,1000
10,hospital_010,2000,tier_1,32,GDPR,4,256,tier1_hospital,0.957,critical,50000
11,clinic_011,2000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.947,standard,10000
12,research_center_012,20000,tier_3,128,PIPEDA,16,1024,research_center,1.0,critical,100000
13,mobile_unit_013,1000,tier_1,16,HIPAA,2,32,mobile_unit,0.841,standard,1000
14,edge_device_014,500,tier_2,8,local,0,32,edge_device,0.817,high,500
