node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,ISO27001,radiology,1977,mixed,mayo_clinic,tier1_hospital,4737
1,international,ISO27001,oncology,2000,research_grant,johns_hopkins,tier2_hospital,309
2,regional,FedRAMP,cardiology,1990,mixed,stanford_med,research_center,2432
3,national,SOC2,neurology,1968,private,mass_general,mobile_unit,4808
4,international,SOC2,pathology,1977,private,ucla_health,edge_device,3462
5,international,SOC2,radiology,1963,research_grant,mayo_clinic,tier1_hospital,2935
6,local,ISO27001,oncology,1998,mixed,johns_hopkins,tier2_hospital,1697
7,regional,ISO27001,cardiology,1962,research_grant,stanford_med,research_center,4251
8,national,HIPAA_compliant,neurology,1982,public,mass_general,mobile_unit,4063
9,international,HIPAA_compliant,pathology,1960,research_grant,ucla_health,edge_device,2177
