node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,HIPAA,4,128,tier1_hospital,0.963,standard,50000
1,clinic_001,1000,tier_2,32,local,8,256,tier2_hospital,0.948,standard,10000
2,research_center_002,20000,tier_3,128,PIPEDA,16,512,research_center,0.999,standard,100000
3,mobile_unit_003,100,tier_1,8,GDPR,1,64,mobile_unit,0.835,standard,1000
4,edge_device_004,100,tier_2,8,HIPAA,0,16,edge_device,0.742,critical,500
5,hospital_005,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.996,critical,10000
6,clinic_006,5000,tier_2,32,local,4,128,tier2_hospital,0.956,standard,5000
7,research_center_007,20000,tier_3,128,GDPR,32,256,research_center,0.983,critical,50000
8,mobile_unit_008,1000,tier_1,8,local,1,32,mobile_unit,0.754,standard,2000
9,edge_device_009,500,tier_2,2,local,1,16,edge_device,0.729,high,500
10,hospital_010,5000,tier_1,128,local,8,128,tier1_hospital,0.979,standard,20000
11,clinic_011,2000,tier_2,64,GDPR,4,64,tier2_hospital,0.975,critical,5000
12,research_center_012,20000,tier_3,64,local,32,1024,research_center,0.998,critical,20000
13,mobile_unit_013,500,tier_1,8,PIPEDA,1,16,mobile_unit,0.83,high,5000
14,edge_device_014,50,tier_2,8,local,1,16,edge_device,0.828,standard,1000
15,hospital_015,10000,tier_1,32,GDPR,8,128,tier1_hospital,0.997,critical,20000
16,clinic_016,5000,tier_2,64,HIPAA,8,256,tier2_hospital,0.905,critical,10000
17,research_center_017,10000,tier_3,64,local,16,512,research_center,1.0,critical,50000
18,mobile_unit_018,500,tier_1,16,HIPAA,1,32,mobile_unit,0.785,standard,1000
19,edge_device_019,500,tier_2,2,PIPEDA,0,32,edge_device,0.728,critical,500
