node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,ISO27001,Rochester,USA,radiology,2011,public,mayo_clinic,tier1_hospital,north_america,4923,America/Chicago
1,regional,HIPAA_compliant,Baltimore,USA,oncology,2018,private,johns_hopkins,tier2_hospital,europe,4672,America/New_York
2,regional,HIPAA_compliant,Palo Alto,USA,cardiology,2012,private,stanford_med,research_center,asia_pacific,402,America/Los_Angeles
3,national,HIPAA_compliant,Boston,USA,neurology,1981,research_grant,mass_general,mobile_unit,south_america,4485,America/New_York
4,local,HIPAA_compliant,Los Angeles,USA,pathology,2019,private,ucla_health,edge_device,africa,1703,America/Los_Angeles
5,local,ISO27001,London,UK,radiology,1962,research_grant,mayo_clinic,tier1_hospital,north_america,948,Europe/London
6,national,HIPAA_compliant,Paris,France,oncology,2014,mixed,johns_hopkins,tier2_hospital,europe,1550,Europe/Paris
7,local,HIPAA_compliant,Tokyo,Japan,cardiology,1999,research_grant,stanford_med,research_center,asia_pacific,4891,Asia/Tokyo
8,local,HIPAA_compliant,Singapore,Singapore,neurology,1993,mixed,mass_general,mobile_unit,south_america,4655,Asia/Singapore
9,local,HIPAA_compliant,Sydney,Australia,pathology,1997,public,ucla_health,edge_device,africa,4244,Australia/Sydney
10,national,FedRAMP,Rochester,USA,radiology,2004,research_grant,mayo_clinic,tier1_hospital,north_america,1342,America/Chicago
11,international,SOC2,Baltimore,USA,oncology,1992,private,johns_hopkins,tier2_hospital,europe,2346,America/New_York
12,national,FedRAMP,Palo Alto,USA,cardiology,1956,research_grant,stanford_med,research_center,asia_pacific,1597,America/Los_Angeles
13,local,SOC2,Boston,USA,neurology,1990,mixed,mass_general,mobile_unit,south_america,4591,America/New_York
14,national,SOC2,Los Angeles,USA,pathology,1981,mixed,ucla_health,edge_device,africa,2361,America/Los_Angeles
15,regional,SOC2,London,UK,radiology,1976,research_grant,mayo_clinic,tier1_hospital,north_america,3955,Europe/London
16,regional,FedRAMP,Paris,France,oncology,1999,mixed,johns_hopkins,tier2_hospital,europe,1617,Europe/Paris
17,regional,FedRAMP,Tokyo,Japan,cardiology,2005,public,stanford_med,research_center,asia_pacific,388,Asia/Tokyo
18,regional,ISO27001,Singapore,Singapore,neurology,1992,mixed,mass_general,mobile_unit,south_america,3769,Asia/Singapore
19,national,FedRAMP,Sydney,Australia,pathology,2011,private,ucla_health,edge_device,africa,4597,Australia/Sydney
