node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,8,512,tier1_hospital,0.976,standard,10000
1,clinic_001,1000,tier_2,16,HIPAA,4,64,tier2_hospital,0.934,critical,20000
2,research_center_002,20000,tier_3,128,local,8,512,research_center,1.0,standard,50000
3,mobile_unit_003,1000,tier_1,16,HIPAA,1,16,mobile_unit,0.85,critical,2000
4,edge_device_004,500,tier_2,8,HIPAA,0,16,edge_device,0.889,high,1000
5,hospital_005,5000,tier_1,64,local,16,256,tier1_hospital,0.993,critical,20000
6,clinic_006,1000,tier_2,16,HIPAA,8,128,tier2_hospital,0.914,critical,10000
7,research_center_007,5000,tier_3,128,PIPEDA,16,512,research_center,0.999,critical,50000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,2,64,mobile_unit,0.811,critical,5000
9,edge_device_009,100,tier_2,8,HIPAA,1,16,edge_device,0.896,standard,500
10,hospital_010,2000,tier_1,64,HIPAA,16,512,tier1_hospital,0.983,critical,50000
11,clinic_011,5000,tier_2,16,local,2,64,tier2_hospital,0.964,high,5000
12,research_center_012,20000,tier_3,256,GDPR,16,512,research_center,0.988,critical,20000
13,mobile_unit_013,500,tier_1,8,local,2,64,mobile_unit,0.85,standard,5000
14,edge_device_014,100,tier_2,8,PIPEDA,1,16,edge_device,0.815,standard,2000
15,hospital_015,2000,tier_1,32,local,4,128,tier1_hospital,0.992,standard,20000
16,clinic_016,2000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.966,standard,5000
17,research_center_017,5000,tier_3,64,HIPAA,32,256,research_center,0.994,critical,20000
18,mobile_unit_018,1000,tier_1,4,PIPEDA,1,32,mobile_unit,0.827,standard,2000
19,edge_device_019,500,tier_2,8,GDPR,0,32,edge_device,0.722,critical,500
