node_id,latitude,longitude
0,43.981032,-92.51831
1,39.244074,-76.644643
2,37.42779,-122.111497
3,42.371137,-71.089192
4,34.076439,-118.262259
5,51.540954,-0.138452
6,48.842854,2.373743
7,35.670099,139.654759
8,1.343847,103.858332
9,-33.870504,151.17638
10,43.97311,-92.465328
11,39.241431,-76.625385
12,37.443397,-122.13027
13,42.40812,-71.076088
14,34.049194,-118.2421
15,51.487811,-0.079857
16,48.823249,2.361611
17,35.680387,139.627655
18,1.320115,103.795053
19,-33.869583,151.24081
