node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.955,critical,50000
1,clinic_001,1000,tier_2,16,PIPEDA,8,128,tier2_hospital,0.904,standard,5000
2,research_center_002,5000,tier_3,128,GDPR,32,1024,research_center,0.986,critical,50000
3,mobile_unit_003,500,tier_1,8,GDPR,2,16,mobile_unit,0.816,high,2000
4,edge_device_004,50,tier_2,4,PIPEDA,0,16,edge_device,0.866,standard,2000
5,hospital_005,5000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.987,high,50000
6,clinic_006,1000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.922,high,20000
7,research_center_007,5000,tier_3,64,GDPR,8,512,research_center,0.987,critical,50000
8,mobile_unit_008,1000,tier_1,16,HIPAA,2,32,mobile_unit,0.77,standard,2000
9,edge_device_009,100,tier_2,2,GDPR,0,16,edge_device,0.809,standard,1000
