node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,1965,public,mayo_clinic,tier1_hospital,260
1,national,HIPAA_compliant,oncology,1996,mixed,johns_hopkins,tier2_hospital,3635
2,national,HIPAA_compliant,cardiology,1991,private,stanford_med,research_center,3173
3,national,ISO27001,neurology,1994,public,mass_general,mobile_unit,1829
4,regional,FedRAMP,pathology,1952,mixed,ucla_health,edge_device,1497
5,national,SOC2,radiology,1965,private,mayo_clinic,tier1_hospital,2261
6,national,SOC2,oncology,2009,public,johns_hopkins,tier2_hospital,1734
7,national,ISO27001,cardiology,1988,mixed,stanford_med,research_center,518
8,regional,FedRAMP,neurology,2004,private,mass_general,mobile_unit,2729
9,national,HIPAA_compliant,pathology,1981,mixed,ucla_health,edge_device,927
