node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.008654,-92.450892,north_america,America/Chicago
1,Baltimore,USA,39.279847,-76.655137,europe,America/New_York
2,Palo Alto,USA,37.423942,-122.175166,asia_pacific,America/Los_Angeles
3,Boston,USA,42.327001,-71.011793,south_america,America/New_York
4,Los Angeles,USA,34.056159,-118.212068,africa,America/Los_Angeles
5,London,UK,51.461858,-0.159394,north_america,Europe/London
6,Paris,France,48.807912,2.357035,europe,Europe/Paris
7,Tokyo,Japan,35.700008,139.63436,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.347504,103.772689,south_america,Asia/Singapore
9,Sydney,Australia,-33.868822,151.210671,africa,Australia/Sydney
